event_id,session_id,event_type,severity,timestamp,duration_seconds,is_flagged
130,10,focus_loss,warning,2026-09-04 06:47:14.639328,13,True
131,10,focus_loss,warning,2026-09-04 07:03:10.639328,6,True
132,10,focus_loss,warning,2026-09-04 07:24:59.639328,8,True
133,10,focus_loss,warning,2026-09-04 06:47:57.639328,11,True
134,10,focus_loss,warning,2026-09-04 07:26:04.639328,6,True
135,10,focus_loss,warning,2026-09-04 07:08:56.639328,16,True
136,10,focus_loss,warning,2026-09-04 07:06:45.639328,26,True
137,10,face_absent,warning,2026-09-04 07:15:08.639328,89,True
138,10,face_absent,warning,2026-09-04 07:26:44.639328,90,True
139,10,face_absent,warning,2026-09-04 07:20:15.639328,90,True
140,10,face_absent,warning,2026-09-04 06:53:14.639328,90,True
141,10,multi_face,critical,2026-09-04 07:11:38.639328,0,True
142,10,multi_face,critical,2026-09-04 07:24:42.639328,0,True
143,10,audio_spike,info,2026-09-04 06:58:19.639328,0,False
144,10,audio_spike,info,2026-09-04 07:02:44.639328,0,False
145,10,audio_spike,info,2026-09-04 06:48:22.639328,0,False
146,10,audio_spike,info,2026-09-04 07:15:07.639328,0,False
147,11,tab_switch,warning,2026-09-02 07:21:42.465696,0,True
148,11,tab_switch,warning,2026-09-02 07:00:35.465696,0,True
149,11,tab_switch,warning,2026-09-02 06:47:40.465696,0,True
150,11,tab_switch,warning,2026-09-02 06:59:40.465696,0,True
151,11,tab_switch,warning,2026-09-02 07:13:47.465696,0,True
152,11,tab_switch,warning,2026-09-02 07:00:16.465696,0,True
153,11,tab_switch,warning,2026-09-02 07:07:02.465696,0,True
154,11,tab_switch,warning,2026-09-02 07:01:26.465696,0,True
155,11,tab_switch,warning,2026-09-02 07:06:38.465696,0,True
156,11,tab_switch,warning,2026-09-02 06:59:21.465696,0,True
157,11,focus_loss,warning,2026-09-02 06:47:51.465696,20,True
158,11,focus_loss,warning,2026-09-02 07:07:52.465696,9,True
159,11,focus_loss,warning,2026-09-02 07:05:02.465696,24,True
160,11,focus_loss,warning,2026-09-02 06:51:02.465696,24,True
161,11,focus_loss,warning,2026-09-02 07:18:01.465696,22,True
162,11,focus_loss,warning,2026-09-02 07:06:53.465696,12,True
163,11,focus_loss,warning,2026-09-02 06:39:11.465696,20,True
164,11,focus_loss,warning,2026-09-02 06:58:45.465696,12,True
165,11,focus_loss,warning,2026-09-02 07:08:30.465696,9,True
166,11,focus_loss,warning,2026-09-02 07:18:45.465696,28,True
167,11,focus_loss,warning,2026-09-02 07:01:09.465696,22,True
168,11,face_absent,warning,2026-09-02 07:10:54.465696,53,True
169,11,face_absent,warning,2026-09-02 07:09:19.465696,54,True
170,11,face_absent,warning,2026-09-02 07:09:21.465696,54,True
171,11,face_absent,warning,2026-09-02 06:53:45.465696,54,True
172,11,multi_face,critical,2026-09-02 07:14:03.465696,0,True
173,11,multi_face,critical,2026-09-02 07:11:28.465696,0,True
174,11,multi_face,critical,2026-09-02 06:50:45.465696,0,True
175,11,audio_spike,warning,2026-09-02 06:44:57.465696,0,True
176,11,audio_spike,warning,2026-09-02 06:58:32.465696,0,True
177,11,audio_spike,warning,2026-09-02 07:14:21.465696,0,True
178,11,audio_spike,warning,2026-09-02 07:22:22.465696,0,True
179,11,audio_spike,warning,2026-09-02 07:21:26.465696,0,True
180,12,tab_switch,warning,2026-08-26 17:09:10.590352,0,True
181,12,tab_switch,warning,2026-08-26 17:24:54.590352,0,True
182,12,tab_switch,warning,2026-08-26 17:34:11.590352,0,True
183,12,tab_switch,warning,2026-08-26 16:57:26.590352,0,True
184,12,tab_switch,warning,2026-08-26 17:23:33.590352,0,True
185,12,focus_loss,info,2026-08-26 17:35:27.590352,16,False
186,12,focus_loss,info,2026-08-26 17:05:44.590352,21,False
187,12,focus_loss,info,2026-08-26 17:18:40.590352,25,False
188,12,focus_loss,info,2026-08-26 17:19:44.590352,18,False
189,12,face_absent,warning,2026-08-26 17:09:07.590352,78,True
190,12,audio_spike,info,2026-08-26 17:02:32.590352,0,False
191,13,tab_switch,info,2026-09-04 21:42:25.696798,0,False
192,13,tab_switch,info,2026-09-04 21:00:20.696798,0,False
193,13,tab_switch,info,2026-09-04 20:42:53.696798,0,False
194,13,focus_loss,warning,2026-09-04 20:44:31.696798,17,True
195,13,focus_loss,warning,2026-09-04 21:29:45.696798,28,True
196,13,focus_loss,warning,2026-09-04 21:38:50.696798,24,True
197,13,focus_loss,warning,2026-09-04 21:47:36.696798,20,True
198,13,focus_loss,warning,2026-09-04 21:26:44.696798,13,True
199,13,focus_loss,warning,2026-09-04 21:35:14.696798,22,True
200,13,face_absent,warning,2026-09-04 21:24:34.696798,82,True
201,13,multi_face,critical,2026-09-04 21:41:07.696798,0,True
202,13,audio_spike,info,2026-09-04 21:27:11.696798,0,False
203,14,tab_switch,warning,2026-09-06 04:17:26.918262,0,True
204,14,tab_switch,warning,2026-09-06 04:36:51.918262,0,True
205,14,tab_switch,warning,2026-09-06 03:43:56.918262,0,True
206,14,tab_switch,warning,2026-09-06 03:48:46.918262,0,True
207,14,tab_switch,warning,2026-09-06 04:11:20.918262,0,True
208,14,tab_switch,warning,2026-09-06 03:21:51.918262,0,True
209,14,focus_loss,info,2026-09-06 03:50:17.918262,25,False
210,14,focus_loss,info,2026-09-06 03:48:22.918262,10,False
211,14,focus_loss,info,2026-09-06 03:54:56.918262,13,False
212,14,focus_loss,info,2026-09-06 03:22:17.918262,20,False
213,14,focus_loss,info,2026-09-06 03:31:52.918262,7,False
214,14,face_absent,critical,2026-09-06 03:42:51.918262,141,True
215,14,multi_face,critical,2026-09-06 04:03:34.918262,0,True
216,14,audio_spike,info,2026-09-06 03:32:08.918262,0,False
217,14,audio_spike,info,2026-09-06 03:40:29.918262,0,False
218,14,audio_spike,info,2026-09-06 03:20:03.918262,0,False
219,15,tab_switch,info,2026-08-25 18:56:31.657753,0,False
220,15,tab_switch,info,2026-08-25 18:28:20.657753,0,False
221,15,focus_loss,info,2026-08-25 18:52:13.657753,15,False
222,15,face_absent,warning,2026-08-25 18:39:32.657753,8,True
223,16,tab_switch,info,2026-09-03 03:04:01.485971,0,False
224,16,tab_switch,info,2026-09-03 03:16:29.485971,0,False
225,16,focus_loss,info,2026-09-03 03:20:27.485971,30,False
226,16,face_absent,warning,2026-09-03 03:36:44.485971,5,True
227,16,audio_spike,info,2026-09-03 03:37:48.485971,0,False
228,17,tab_switch,warning,2026-09-05 19:17:51.750250,0,True
229,17,tab_switch,warning,2026-09-05 19:18:33.750250,0,True
230,17,tab_switch,warning,2026-09-05 19:26:41.750250,0,True
231,17,tab_switch,warning,2026-09-05 18:59:48.750250,0,True
232,17,tab_switch,warning,2026-09-05 19:21:38.750250,0,True
233,17,focus_loss,warning,2026-09-05 19:29:34.750250,8,True
234,17,focus_loss,warning,2026-09-05 18:40:54.750250,17,True
235,17,focus_loss,warning,2026-09-05 19:08:39.750250,22,True
236,17,focus_loss,warning,2026-09-05 18:59:05.750250,3,True
237,17,focus_loss,warning,2026-09-05 19:10:43.750250,21,True
238,17,focus_loss,warning,2026-09-05 18:34:03.750250,24,True
239,17,face_absent,warning,2026-09-05 18:37:55.750250,31,True
240,17,face_absent,warning,2026-09-05 19:16:04.750250,32,True
241,17,multi_face,critical,2026-09-05 19:01:27.750250,0,True
242,17,audio_spike,info,2026-09-05 18:41:27.750250,0,False
243,17,audio_spike,info,2026-09-05 19:31:22.750250,0,False
244,18,tab_switch,warning,2026-08-24 18:05:37.161656,0,True
245,18,tab_switch,warning,2026-08-24 18:08:27.161656,0,True
246,18,tab_switch,warning,2026-08-24 18:01:34.161656,0,True
247,18,tab_switch,warning,2026-08-24 18:11:21.161656,0,True
248,18,tab_switch,warning,2026-08-24 17:59:48.161656,0,True
249,18,focus_loss,warning,2026-08-24 17:48:10.161656,29,True
250,18,focus_loss,warning,2026-08-24 17:43:54.161656,18,True
251,18,focus_loss,warning,2026-08-24 18:19:24.161656,26,True
252,18,focus_loss,warning,2026-08-24 18:06:28.161656,4,True
253,18,focus_loss,warning,2026-08-24 17:47:16.161656,10,True
254,18,focus_loss,warning,2026-08-24 17:45:19.161656,27,True
255,18,face_absent,warning,2026-08-24 17:44:42.161656,43,True
256,18,face_absent,warning,2026-08-24 17:59:27.161656,44,True
257,18,multi_face,critical,2026-08-24 17:56:11.161656,0,True
258,18,audio_spike,info,2026-08-24 17:43:58.161656,0,False
259,18,audio_spike,info,2026-08-24 18:24:59.161656,0,False
260,19,tab_switch,warning,2026-09-07 03:22:31.807749,0,True
261,19,tab_switch,warning,2026-09-07 03:30:12.807749,0,True
262,19,tab_switch,warning,2026-09-07 03:16:29.807749,0,True
263,19,tab_switch,warning,2026-09-07 03:46:23.807749,0,True
264,19,focus_loss,warning,2026-09-07 03:12:51.807749,22,True
265,19,focus_loss,warning,2026-09-07 03:16:12.807749,27,True
266,19,focus_loss,warning,2026-09-07 03:12:24.807749,12,True
267,19,focus_loss,warning,2026-09-07 03:06:47.807749,21,True
268,19,focus_loss,warning,2026-09-07 03:44:20.807749,12,True
269,19,focus_loss,warning,2026-09-07 03:30:39.807749,24,True
270,19,face_absent,warning,2026-09-07 03:32:06.807749,24,True
271,19,face_absent,warning,2026-09-07 03:18:34.807749,25,True
272,19,face_absent,warning,2026-09-07 03:10:13.807749,25,True
273,19,audio_spike,info,2026-09-07 03:45:27.807749,0,False
274,19,audio_spike,info,2026-09-07 03:47:51.807749,0,False
275,20,tab_switch,info,2026-09-09 21:49:00.621013,0,False
276,20,tab_switch,info,2026-09-09 21:28:25.621013,0,False
277,20,tab_switch,info,2026-09-09 21:58:15.621013,0,False
278,20,focus_loss,warning,2026-09-09 21:47:00.621013,23,True
279,20,focus_loss,warning,2026-09-09 21:52:23.621013,3,True
280,20,focus_loss,warning,2026-09-09 21:57:10.621013,29,True
281,20,focus_loss,warning,2026-09-09 21:53:18.621013,6,True
282,20,focus_loss,warning,2026-09-09 22:07:06.621013,14,True
283,20,focus_loss,warning,2026-09-09 21:55:06.621013,29,True
284,20,focus_loss,warning,2026-09-09 21:34:09.621013,25,True
285,20,face_absent,warning,2026-09-09 21:53:26.621013,104,True
286,20,multi_face,critical,2026-09-09 21:35:44.621013,0,True
287,20,audio_spike,info,2026-09-09 21:59:20.621013,0,False
288,20,audio_spike,info,2026-09-09 21:42:09.621013,0,False
289,20,audio_spike,info,2026-09-09 22:05:45.621013,0,False
290,21,tab_switch,info,2026-08-24 15:43:14.907438,0,False
291,21,tab_switch,info,2026-08-24 14:52:26.907438,0,False
292,21,focus_loss,info,2026-08-24 15:17:18.907438,11,False
293,21,focus_loss,info,2026-08-24 15:37:45.907438,10,False
294,21,face_absent,warning,2026-08-24 15:18:15.907438,25,True
295,22,tab_switch,info,2026-08-23 01:55:53.703297,0,False
296,22,tab_switch,info,2026-08-23 01:36:20.703297,0,False
297,22,focus_loss,info,2026-08-23 01:40:28.703297,18,False
298,22,face_absent,warning,2026-08-23 01:59:57.703297,6,True
299,22,audio_spike,info,2026-08-23 01:46:47.703297,0,False
300,23,tab_switch,info,2026-08-28 11:49:57.012398,0,False
301,23,tab_switch,info,2026-08-28 12:00:35.012398,0,False
302,23,focus_loss,info,2026-08-28 12:11:51.012398,26,False
303,23,face_absent,warning,2026-08-28 12:17:28.012398,38,True
304,24,tab_switch,info,2026-09-04 10:33:53.306094,0,False
305,24,tab_switch,info,2026-09-04 11:01:21.306094,0,False
306,24,focus_loss,info,2026-09-04 11:16:23.306094,10,False
307,24,face_absent,warning,2026-09-04 10:54:24.306094,33,True
308,25,tab_switch,warning,2026-09-09 19:39:42.531199,0,True
309,25,tab_switch,warning,2026-09-09 19:09:43.531199,0,True
310,25,tab_switch,warning,2026-09-09 19:12:36.531199,0,True
311,25,tab_switch,warning,2026-09-09 19:26:31.531199,0,True
312,25,tab_switch,warning,2026-09-09 19:01:33.531199,0,True
313,25,focus_loss,warning,2026-09-09 18:58:53.531199,12,True
314,25,focus_loss,warning,2026-09-09 18:41:02.531199,10,True
315,25,focus_loss,warning,2026-09-09 18:50:51.531199,26,True
316,25,focus_loss,warning,2026-09-09 18:40:53.531199,13,True
317,25,focus_loss,warning,2026-09-09 19:37:43.531199,26,True
318,25,focus_loss,warning,2026-09-09 18:49:50.531199,27,True
319,25,face_absent,warning,2026-09-09 18:50:43.531199,42,True
320,25,face_absent,warning,2026-09-09 18:54:06.531199,42,True
321,25,face_absent,warning,2026-09-09 19:30:40.531199,43,True
322,25,multi_face,critical,2026-09-09 19:02:19.531199,0,True
323,25,audio_spike,info,2026-09-09 19:45:03.531199,0,False
324,25,audio_spike,info,2026-09-09 19:36:11.531199,0,False
325,26,tab_switch,info,2026-08-30 03:02:41.931194,0,False
326,26,tab_switch,info,2026-08-30 02:23:20.931194,0,False
327,26,tab_switch,info,2026-08-30 03:34:20.931194,0,False
328,26,focus_loss,info,2026-08-30 02:58:52.931194,7,False
329,26,focus_loss,info,2026-08-30 02:28:51.931194,4,False
330,26,focus_loss,info,2026-08-30 03:01:18.931194,20,False
331,26,focus_loss,info,2026-08-30 02:38:39.931194,25,False
332,26,face_absent,warning,2026-08-30 03:48:30.931194,44,True
333,26,face_absent,warning,2026-08-30 03:28:26.931194,45,True
334,26,multi_face,critical,2026-08-30 02:35:25.931194,0,True
335,26,audio_spike,info,2026-08-30 02:23:05.931194,0,False
336,27,tab_switch,info,2026-09-05 04:30:35.139809,0,False
337,27,focus_loss,info,2026-09-05 03:39:33.139809,18,False
338,27,face_absent,warning,2026-09-05 04:27:53.139809,8,True
339,27,audio_spike,info,2026-09-05 03:36:13.139809,0,False
340,28,focus_loss,info,2026-08-24 00:46:38.818027,28,False
341,28,focus_loss,info,2026-08-24 00:14:01.818027,12,False
342,28,face_absent,warning,2026-08-24 00:25:09.818027,14,True
343,29,tab_switch,info,2026-09-04 17:25:40.625196,0,False
344,29,tab_switch,info,2026-09-04 17:24:36.625196,0,False
345,29,focus_loss,info,2026-09-04 17:44:31.625196,12,False
346,29,focus_loss,info,2026-09-04 17:05:51.625196,16,False
347,29,face_absent,warning,2026-09-04 17:41:48.625196,38,True
348,29,audio_spike,info,2026-09-04 17:48:57.625196,0,False
349,30,focus_loss,info,2026-09-03 12:03:03.116619,8,False
350,30,focus_loss,info,2026-09-03 12:45:40.116619,8,False
351,30,face_absent,warning,2026-09-03 11:40:33.116619,21,True
352,31,tab_switch,info,2026-08-24 12:12:47.183020,0,False
353,31,focus_loss,info,2026-08-24 12:16:17.183020,12,False
354,31,focus_loss,info,2026-08-24 12:27:58.183020,25,False
355,31,face_absent,warning,2026-08-24 12:01:50.183020,23,True
356,32,tab_switch,warning,2026-09-06 05:54:12.620736,0,True
357,32,tab_switch,warning,2026-09-06 06:02:10.620736,0,True
358,32,tab_switch,warning,2026-09-06 06:40:27.620736,0,True
359,32,tab_switch,warning,2026-09-06 05:53:44.620736,0,True
360,32,focus_loss,warning,2026-09-06 05:48:06.620736,5,True
361,32,focus_loss,warning,2026-09-06 06:38:08.620736,8,True
362,32,focus_loss,warning,2026-09-06 06:24:39.620736,12,True
363,32,focus_loss,warning,2026-09-06 06:40:18.620736,26,True
364,32,focus_loss,warning,2026-09-06 06:03:44.620736,21,True
365,32,focus_loss,warning,2026-09-06 05:52:31.620736,17,True
366,32,face_absent,critical,2026-09-06 06:16:01.620736,129,True
367,32,audio_spike,info,2026-09-06 06:31:02.620736,0,False
368,32,audio_spike,info,2026-09-06 06:04:47.620736,0,False
369,32,audio_spike,info,2026-09-06 06:31:48.620736,0,False
370,33,tab_switch,warning,2026-09-07 18:03:07.381288,0,True
371,33,tab_switch,warning,2026-09-07 17:34:59.381288,0,True
372,33,tab_switch,warning,2026-09-07 17:54:11.381288,0,True
373,33,tab_switch,warning,2026-09-07 17:30:04.381288,0,True
374,33,tab_switch,warning,2026-09-07 17:14:44.381288,0,True
375,33,tab_switch,warning,2026-09-07 17:19:13.381288,0,True
376,33,focus_loss,warning,2026-09-07 17:59:00.381288,10,True
377,33,focus_loss,warning,2026-09-07 18:11:43.381288,29,True
378,33,focus_loss,warning,2026-09-07 17:53:03.381288,21,True
379,33,focus_loss,warning,2026-09-07 18:05:11.381288,3,True
380,33,focus_loss,warning,2026-09-07 18:09:03.381288,24,True
381,33,focus_loss,warning,2026-09-07 17:52:19.381288,11,True
382,33,face_absent,critical,2026-09-07 17:15:43.381288,136,True
383,33,audio_spike,info,2026-09-07 18:05:04.381288,0,False
384,33,audio_spike,info,2026-09-07 18:04:36.381288,0,False
385,34,tab_switch,warning,2026-09-02 23:49:47.706883,0,True
386,34,tab_switch,warning,2026-09-02 23:22:26.706883,0,True
387,34,tab_switch,warning,2026-09-02 23:48:18.706883,0,True
388,34,tab_switch,warning,2026-09-02 23:39:58.706883,0,True
389,34,tab_switch,warning,2026-09-02 23:44:05.706883,0,True
390,34,tab_switch,warning,2026-09-02 23:38:58.706883,0,True
391,34,focus_loss,info,2026-09-02 23:23:21.706883,13,False
392,34,focus_loss,info,2026-09-02 23:27:11.706883,30,False
393,34,focus_loss,info,2026-09-02 23:44:19.706883,13,False
394,34,focus_loss,info,2026-09-02 23:50:02.706883,25,False
395,34,focus_loss,info,2026-09-02 23:43:33.706883,12,False
396,34,face_absent,critical,2026-09-02 23:53:46.706883,134,True
397,34,multi_face,critical,2026-09-02 23:18:43.706883,0,True
398,34,audio_spike,info,2026-09-02 23:47:15.706883,0,False
399,34,audio_spike,info,2026-09-02 23:22:13.706883,0,False
400,34,audio_spike,info,2026-09-02 23:37:41.706883,0,False
401,35,tab_switch,info,2026-08-24 21:09:13.994814,0,False
402,35,focus_loss,info,2026-08-24 20:53:49.994814,4,False
403,35,focus_loss,info,2026-08-24 21:05:42.994814,19,False
404,35,face_absent,warning,2026-08-24 21:23:31.994814,47,True
405,35,audio_spike,info,2026-08-24 21:32:39.994814,0,False
406,36,face_absent,warning,2026-09-10 06:26:35.887446,40,True
407,37,face_absent,warning,2026-09-06 11:04:17.184586,50,True
408,38,tab_switch,info,2026-08-29 04:51:27.701130,0,False
409,38,tab_switch,info,2026-08-29 04:04:29.701130,0,False
410,38,focus_loss,info,2026-08-29 04:09:28.701130,23,False
411,38,face_absent,warning,2026-08-29 04:56:29.701130,19,True
412,39,tab_switch,warning,2026-08-30 17:09:07.346526,0,True
413,39,tab_switch,warning,2026-08-30 17:41:45.346526,0,True
414,39,tab_switch,warning,2026-08-30 17:15:24.346526,0,True
415,39,tab_switch,warning,2026-08-30 18:11:13.346526,0,True
416,39,tab_switch,warning,2026-08-30 17:58:46.346526,0,True
417,39,tab_switch,warning,2026-08-30 17:08:01.346526,0,True
418,39,focus_loss,warning,2026-08-30 16:58:54.346526,30,True
419,39,focus_loss,warning,2026-08-30 17:46:02.346526,11,True
420,39,focus_loss,warning,2026-08-30 17:58:42.346526,13,True
421,39,focus_loss,warning,2026-08-30 16:49:44.346526,11,True
422,39,focus_loss,warning,2026-08-30 17:30:08.346526,12,True
423,39,focus_loss,warning,2026-08-30 18:09:31.346526,29,True
424,39,face_absent,warning,2026-08-30 18:08:33.346526,45,True
425,39,face_absent,warning,2026-08-30 17:56:14.346526,46,True
426,39,multi_face,critical,2026-08-30 17:09:40.346526,0,True
427,39,audio_spike,info,2026-08-30 17:50:21.346526,0,False
428,39,audio_spike,info,2026-08-30 18:02:55.346526,0,False
